3970,1.13,391556.342
3975,1.72,391561.365
3980,3.03,391566.388
3985,4.36,391571.411
3990,5.22,391576.435
3995,6.34,391581.458
4000,8.11,391586.481
4005,8.5,391591.504
4010,9.8,391596.527
4015,11.13,391601.551
4020,11.66,391606.574
4025,13.02,391611.597
4030,14.41,391616.62
4035,14.98,391621.643
4040,16.13,391626.667
4045,17.3,391631.69
4050,17.9,391636.713
4055,18.96,391641.736
4060,19.9,391646.759
4065,20.37,391651.783
4070,20.86,391656.806
4075,22.01,391661.829
4080,22.51,391666.852
4085,23.55,391671.876
4090,24.08,391676.899
4095,24.44,391681.922
4100,25.17,391686.945
4105,25.92,391691.968
4110,26.12,391696.992
4115,27.09,391702.015
4120,27.9,391707.038
4125,28.11,391712.061
4130,28.95,391717.084
4135,29.6,391722.108
4140,29.82,391727.131
4145,30.26,391732.154
4150,30.95,391737.177
4155,31.18,391742.2
4160,31.65,391747.224
4165,32.38,391752.247
4170,32.38,391757.27
4175,32.87,391762.293
4180,33.38,391767.317
4185,33.64,391772.34
4190,34.16,391777.363
4195,34.97,391782.386
4200,34.97,391787.409
4205,35.52,391792.433
4210,35.8,391797.456
4215,36.08,391802.479
4220,36.37,391807.502
4225,36.66,391812.525
4230,37.25,391817.549
4235,37.55,391822.572
4240,37.86,391827.595
4245,38.17,391832.618
4250,38.48,391837.641
4255,38.79,391842.665
4260,39.11,391847.688
4265,39.11,391852.711
4270,39.44,391857.734
4275,40.1,391862.757
4280,40.1,391867.781
4285,40.44,391872.804
4290,40.78,391877.827
4295,41.12,391882.85
4300,41.47,391887.874
4305,41.47,391892.897
4310,41.83,391897.92
4315,42.19,391902.943
4320,42.55,391907.966
4325,42.55,391912.99
4330,42.92,391918.013
4335,42.92,391923.036
4340,43.29,391928.059
4345,43.29,391933.082
4350,44.06,391938.106
4355,44.06,391943.129
4360,44.06,391948.152
4365,44.45,391953.175
4370,44.45,391958.198
4375,44.45,391963.222
4380,45.24,391968.245
4385,45.24,391973.268
4390,45.24,391978.291
4395,45.24,391983.314
4400,45.65,391988.338
4405,45.65,391993.361
4410,46.06,391998.384
4415,46.06,392003.407
4420,46.48,392008.431
4425,46.48,392013.454
4430,46.48,392018.477
4435,46.91,392023.5
4440,46.91,392028.523
4445,47.34,392033.547
4450,47.34,392038.57
4455,47.34,392043.593
4460,47.77,392048.616
4465,47.77,392053.639
4470,47.77,392058.663
4475,48.21,392063.686
4480,48.21,392068.709
4485,48.66,392073.732
4490,48.66,392078.755
4495,48.66,392083.779
4500,49.12,392088.802
4505,49.12,392093.825
4510,49.12,392098.848
4515,49.12,392103.872
4520,49.58,392108.895
4525,49.58,392113.918
4530,49.58,392118.941
4535,49.58,392123.964
4540,49.58,392128.988
4545,50.05,392134.011
4550,50.05,392147.895
4555,50.53,392152.918
4560,50.53,392157.941
4565,50.53,392162.964
4570,50.53,392167.988
4575,50.53,392173.011
4580,50.53,392178.034
4585,50.53,392183.057
4590,50.53,392188.08
4595,50.53,392193.104
4600,50.53,392198.127
4605,50.53,392203.15
4610,50.53,392208.173
4615,50.53,392213.196
4620,50.53,392218.22
4625,50.53,392223.243
4630,50.53,392228.266
4635,50.05,392233.289
4640,50.05,392238.313
4645,50.05,392243.336
4650,50.05,392248.359
4655,50.05,392253.382
4660,49.58,392258.405
4665,49.58,392263.429
4670,49.12,392268.452
4675,49.12,392273.475
4680,48.66,392278.498
4685,48.66,392283.521
4690,48.21,392288.545
4695,47.77,392293.568
4700,47.34,392298.591
4705,46.91,392303.614
4710,46.48,392308.637
4715,46.06,392313.661
4720,46.06,392318.684
4725,45.24,392323.707
4730,44.84,392328.73
4735,44.84,392333.754
4740,44.45,392338.777
4745,43.67,392343.8
4750,43.67,392348.823
4755,43.29,392353.846
4760,42.92,392358.87
4765,42.55,392363.893
4770,42.19,392368.916
4775,41.83,392373.939
4780,41.47,392378.962
4785,41.12,392383.986
4790,40.78,392389.009
4795,40.44,392394.032
4800,40.1,392399.055
4805,39.77,392404.078
4810,39.44,392409.102
4815,38.79,392414.125
4820,38.17,392419.148
